po_id,sku,supplier_id,order_date,expected_date,delivered_date,quantity,unit_price
PO-P111-0044,P111,S2,2025-02-14,2025-03-01,2025-02-23,2145,69.16
PO-P109-0042,P109,S2,2025-02-15,2025-03-03,2025-02-28,1370,27.81
PO-P110-0037,P110,S2,2025-02-17,2025-03-07,2025-03-08,430,157.8
PO-P101-0126,P101,S3,2025-02-18,2025-02-23,2025-02-20,840,4.39
PO-P104-0056,P104,S4,2025-02-19,2025-03-03,2025-02-28,1435,60.73
PO-P103-0065,P103,S5,2025-02-20,2025-03-02,2025-02-27,575,25.59
PO-P108-0036,P108,S6,2025-02-20,2025-03-10,2025-03-10,300,405.08
PO-P101-0127,P101,S3,2025-02-24,2025-03-01,2025-03-01,825,4.22
PO-P102-0073,P102,S5,2025-02-24,2025-03-05,2025-03-08,965,7.8
PO-P105-0048,P105,S4,2025-02-26,2025-03-12,2025-03-10,555,144.27
PO-P112-0042,P112,S6,2025-02-28,2025-03-16,2025-03-18,535,129.96
PO-P106-0061,P106,S4,2025-02-28,2025-03-11,2025-03-13,765,19.66
PO-P107-0043,P107,S4,2025-02-28,2025-03-15,2025-03-12,475,95.71
PO-P101-0128,P101,S3,2025-03-01,2025-03-06,2025-03-06,855,4.13
PO-P103-0066,P103,S5,2025-03-03,2025-03-13,2025-03-11,560,25.55
PO-P104-0057,P104,S4,2025-03-05,2025-03-17,2025-03-18,1435,58.42
PO-P111-0045,P111,S2,2025-03-08,2025-03-23,2025-03-19,1865,67.78
PO-P102-0074,P102,S5,2025-03-08,2025-03-17,2025-03-13,1015,7.79
PO-P101-0129,P101,S3,2025-03-08,2025-03-13,2025-03-11,805,4.32
PO-P108-0037,P108,S6,2025-03-11,2025-03-29,2025-03-26,300,406.18
PO-P110-0038,P110,S2,2025-03-11,2025-03-29,2025-04-10,415,159.3
PO-P109-0043,P109,S2,2025-03-13,2025-03-29,2025-04-11,1155,27.49
PO-P105-0049,P105,S4,2025-03-13,2025-03-27,2025-03-23,515,154.31
PO-P106-0062,P106,S4,2025-03-13,2025-03-24,2025-03-22,810,19.38
PO-P101-0130,P101,S3,2025-03-14,2025-03-19,2025-03-17,780,4.19
PO-P103-0067,P103,S5,2025-03-15,2025-03-25,2025-03-23,540,25.34
PO-P102-0075,P102,S5,2025-03-19,2025-03-28,2025-03-27,990,7.9
PO-P104-0058,P104,S4,2025-03-19,2025-03-31,2025-03-26,1460,55.09
PO-P112-0043,P112,S6,2025-03-19,2025-04-04,2025-03-28,530,132.18
PO-P101-0131,P101,S3,2025-03-19,2025-03-24,2025-03-24,795,4.28
PO-P107-0044,P107,S4,2025-03-21,2025-04-05,2025-04-06,420,96.11
PO-P106-0063,P106,S4,2025-03-24,2025-04-04,2025-04-06,805,19.81
PO-P101-0132,P101,S3,2025-03-25,2025-03-30,2025-03-30,830,4.23
PO-P103-0068,P103,S5,2025-03-25,2025-04-04,2025-04-01,565,25.33
PO-P105-0050,P105,S4,2025-03-26,2025-04-09,2025-04-06,565,148.77
PO-P111-0046,P111,S2,2025-03-27,2025-04-11,2025-03-29,1725,70.06
PO-P102-0076,P102,S5,2025-03-27,2025-04-05,2025-04-02,1010,7.88
PO-P101-0133,P101,S3,2025-03-30,2025-04-04,2025-04-04,855,4.38
PO-P104-0059,P104,S4,2025-04-03,2025-04-15,2025-04-18,1335,58.46
PO-P101-0134,P101,S3,2025-04-04,2025-04-09,2025-04-09,885,4.06
PO-P103-0069,P103,S5,2025-04-05,2025-04-15,2025-04-09,570,25.02
PO-P107-0045,P107,S4,2025-04-06,2025-04-21,2025-04-20,465,96.91
PO-P108-0038,P108,S6,2025-04-06,2025-04-24,2025-04-26,265,421.42
PO-P102-0077,P102,S5,2025-04-08,2025-04-17,2025-04-15,1010,7.79
PO-P106-0064,P106,S4,2025-04-09,2025-04-20,2025-04-20,720,20.68
PO-P101-0135,P101,S3,2025-04-10,2025-04-15,2025-04-14,825,4.22
PO-P110-0039,P110,S2,2025-04-10,2025-04-28,2025-04-27,455,159.62
PO-P112-0044,P112,S6,2025-04-11,2025-04-27,2025-04-21,470,129.46
PO-P111-0047,P111,S2,2025-04-12,2025-04-27,2025-04-15,1815,69.39
PO-P109-0044,P109,S2,2025-04-12,2025-04-28,2025-04-24,1000,28.07
PO-P105-0051,P105,S4,2025-04-16,2025-04-30,2025-04-27,500,146.67
PO-P103-0070,P103,S5,2025-04-17,2025-04-27,2025-04-29,575,24.98
PO-P101-0136,P101,S3,2025-04-17,2025-04-22,2025-04-19,815,4.15
PO-P102-0078,P102,S5,2025-04-17,2025-04-26,2025-04-22,1025,7.83
PO-P104-0060,P104,S4,2025-04-18,2025-04-30,2025-04-29,1355,57.75
PO-P106-0065,P106,S4,2025-04-20,2025-05-01,2025-05-04,765,19.77
PO-P101-0137,P101,S3,2025-04-23,2025-04-28,2025-04-29,825,4.22
PO-P107-0046,P107,S4,2025-04-25,2025-05-10,2025-05-08,425,95.15
PO-P108-0039,P108,S6,2025-04-28,2025-05-16,2025-05-12,255,421.36
PO-P101-0138,P101,S3,2025-04-29,2025-05-04,2025-05-05,870,4.12
PO-P103-0071,P103,S5,2025-04-29,2025-05-09,2025-05-07,580,25.15
PO-P109-0045,P109,S2,2025-04-29,2025-05-15,2025-05-14,1060,27.93
PO-P102-0079,P102,S5,2025-04-30,2025-05-09,2025-05-06,935,7.51
PO-P104-0061,P104,S4,2025-04-30,2025-05-12,2025-05-16,1455,57.35
PO-P112-0045,P112,S6,2025-05-01,2025-05-17,2025-05-14,450,133.83
PO-P111-0048,P111,S2,2025-05-02,2025-05-17,2025-05-11,1685,71.02
PO-P105-0052,P105,S4,2025-05-03,2025-05-17,2025-05-15,480,147.93
PO-P101-0139,P101,S3,2025-05-05,2025-05-10,2025-05-09,880,4.09
PO-P106-0066,P106,S4,2025-05-06,2025-05-17,2025-05-17,685,20.61
PO-P110-0040,P110,S2,2025-05-07,2025-05-25,2025-05-21,355,158.61
PO-P103-0072,P103,S5,2025-05-08,2025-05-18,2025-05-23,620,24.97
PO-P102-0080,P102,S5,2025-05-09,2025-05-18,2025-05-15,960,8.15
PO-P101-0140,P101,S3,2025-05-09,2025-05-14,2025-05-12,835,4.15
PO-P107-0047,P107,S4,2025-05-15,2025-05-30,2025-05-27,395,97.33
PO-P101-0141,P101,S3,2025-05-16,2025-05-21,2025-05-20,805,4.14
PO-P104-0062,P104,S4,2025-05-19,2025-05-31,2025-05-26,1190,57.92
PO-P105-0053,P105,S4,2025-05-19,2025-06-02,2025-06-04,535,151.23
PO-P108-0040,P108,S6,2025-05-20,2025-06-07,2025-06-06,245,410.76
PO-P106-0067,P106,S4,2025-05-20,2025-05-31,2025-06-03,655,19.84
PO-P109-0046,P109,S2,2025-05-20,2025-06-05,2025-06-04,1020,28.52
PO-P102-0081,P102,S5,2025-05-20,2025-05-29,2025-05-30,1070,7.73
PO-P101-0142,P101,S3,2025-05-26,2025-05-21,2025-05-26,825,4.14
PO-P111-0049,P111,S2,2025-05-22,2025-06-06,2025-06-01,1615,70.04
PO-P112-0046,P112,S6,2025-05-22,2025-06-07,2025-06-03,430,138.27
PO-P103-0073,P103,S5,2025-05-23,2025-06-02,2025-06-02,540,25.61
PO-P101-0143,P101,S3,2025-05-27,2025-06-01,2025-06-03,825,4.14
PO-P110-0041,P110,S2,2025-05-27,2025-06-14,2025-06-10,365,161.84
PO-P102-0082,P102,S5,2025-05-31,2025-06-09,2025-06-06,980,7.77
PO-P104-0063,P104,S4,2025-06-02,2025-06-14,2025-06-09,1170,56.52
PO-P101-0144,P101,S3,2025-06-03,2025-06-08,2025-06-09,830,4.15
PO-P106-0068,P106,S4,2025-06-03,2025-06-14,2025-06-11,630,19.81
PO-P107-0048,P107,S4,2025-06-03,2025-06-18,2025-06-18,380,95.26
PO-P109-0047,P109,S2,2025-06-04,2025-06-20,2025-06-17,1100,26.75
PO-P103-0074,P103,S5,2025-06-05,2025-06-15,2025-06-10,515,25.4
PO-P111-0050,P111,S2,2025-06-05,2025-06-20,2025-06-16,1775,70.12
PO-P112-0047,P112,S6,2025-06-05,2025-06-21,2025-06-20,490,131.75
PO-P105-0054,P105,S4,2025-06-06,2025-06-20,2025-06-21,460,146.14
PO-P101-0145,P101,S3,2025-06-09,2025-06-14,2025-06-13,820,4.32
PO-P108-0041,P108,S6,2025-06-09,2025-06-27,2025-06-25,245,417.45
PO-P106-0069,P106,S4,2025-06-12,2025-06-23,2025-06-25,690,18.86
PO-P101-0146,P101,S3,2025-06-13,2025-06-18,2025-06-17,865,4.21
PO-P102-0083,P102,S5,2025-06-13,2025-06-22,2025-06-27,860,7.53
PO-P104-0064,P104,S4,2025-06-14,2025-06-26,2025-06-25,1225,57.42
PO-P110-0042,P110,S2,2025-06-16,2025-07-04,2025-06-30,380,158.64
PO-P103-0075,P103,S5,2025-06-18,2025-06-28,2025-07-01,495,25.87
PO-P107-0049,P107,S4,2025-06-18,2025-07-03,2025-07-07,400,96.22
PO-P101-0147,P101,S3,2025-06-18,2025-06-23,2025-06-21,880,4.2
PO-P111-0051,P111,S2,2025-06-22,2025-07-07,2025-07-05,1820,70.97
PO-P101-0148,P101,S3,2025-06-23,2025-06-28,2025-06-29,950,4.26
PO-P109-0048,P109,S2,2025-06-24,2025-07-10,2025-07-08,1090,27.35
PO-P112-0048,P112,S6,2025-06-25,2025-07-11,2025-07-12,485,129.35
PO-P105-0055,P105,S4,2025-06-26,2025-07-10,2025-07-07,410,147.21
PO-P102-0084,P102,S5,2025-06-27,2025-07-06,2025-07-04,935,7.79
PO-P106-0070,P106,S4,2025-06-27,2025-07-08,2025-07-03,635,19.64
PO-P101-0149,P101,S3,2025-06-29,2025-07-04,2025-07-08,940,4.18
PO-P104-0065,P104,S4,2025-07-01,2025-07-13,2025-07-20,1095,59.23
PO-P103-0076,P103,S5,2025-07-01,2025-07-11,2025-07-10,540,23.66
PO-P108-0042,P108,S6,2025-07-02,2025-07-20,2025-07-14,225,408.62
PO-P110-0043,P110,S2,2025-07-05,2025-07-23,2025-07-21,380,163.75
PO-P102-0085,P102,S5,2025-07-07,2025-07-16,2025-07-15,865,7.86
PO-P101-0150,P101,S3,2025-07-08,2025-07-13,2025-07-13,940,4.25
PO-P107-0050,P107,S4,2025-07-09,2025-07-24,2025-07-25,365,91.95
PO-P111-0052,P111,S2,2025-07-10,2025-07-25,2025-07-17,1785,72.99
PO-P106-0071,P106,S4,2025-07-10,2025-07-21,2025-07-21,620,19.42
PO-P103-0077,P103,S5,2025-07-11,2025-07-21,2025-07-16,495,25.14
PO-P112-0049,P112,S6,2025-07-12,2025-07-28,2025-07-25,495,131.25
PO-P105-0056,P105,S4,2025-07-14,2025-07-28,2025-07-27,410,149.56
PO-P101-0151,P101,S3,2025-07-14,2025-07-19,2025-07-18,890,4.12
PO-P109-0049,P109,S2,2025-07-15,2025-07-31,2025-08-10,1050,28.58
PO-P102-0086,P102,S5,2025-07-17,2025-07-26,2025-07-23,850,7.9
PO-P108-0043,P108,S6,2025-07-17,2025-08-04,2025-08-09,255,414.62
PO-P104-0066,P104,S4,2025-07-20,2025-08-01,2025-07-30,1055,57.35
PO-P110-0044,P110,S2,2025-07-21,2025-08-08,2025-07-31,440,159.46
PO-P101-0152,P101,S3,2025-07-22,2025-07-27,2025-07-28,785,4.34
PO-P106-0072,P106,S4,2025-07-23,2025-08-03,2025-07-31,615,19.68
PO-P103-0078,P103,S5,2025-07-24,2025-08-03,2025-08-04,485,24.62
PO-P107-0051,P107,S4,2025-07-25,2025-08-09,2025-08-06,405,96.15
PO-P111-0053,P111,S2,2025-07-26,2025-08-10,2025-08-05,1855,71.27
PO-P102-0087,P102,S5,2025-07-28,2025-08-06,2025-08-05,865,7.64
PO-P101-0153,P101,S3,2025-07-28,2025-08-02,2025-08-01,850,4.4
PO-P112-0050,P112,S6,2025-07-29,2025-08-14,2025-08-19,520,131.79
PO-P105-0057,P105,S4,2025-07-29,2025-08-12,2025-08-08,415,147.39
PO-P104-0067,P104,S4,2025-07-30,2025-08-11,2025-08-08,1150,57.76
PO-P101-0154,P101,S3,2025-08-01,2025-08-06,2025-08-04,890,4.21
PO-P103-0079,P103,S5,2025-08-04,2025-08-14,2025-08-12,505,25.29
PO-P106-0073,P106,S4,2025-08-05,2025-08-16,2025-08-14,635,19.51
PO-P107-0052,P107,S4,2025-08-07,2025-08-22,2025-08-20,440,92.24
PO-P101-0155,P101,S3,2025-08-07,2025-08-12,2025-08-13,875,4.2
PO-P111-0054,P111,S2,2025-08-08,2025-08-23,2025-08-24,2185,70.59
PO-P110-0045,P110,S2,2025-08-08,2025-08-26,2025-08-25,455,168.47
PO-P108-0044,P108,S6,2025-08-09,2025-08-27,2025-08-25,265,417.42
PO-P102-0088,P102,S5,2025-08-09,2025-08-18,2025-08-24,800,7.85
PO-P109-0050,P109,S2,2025-08-10,2025-08-26,2025-08-29,1175,27.79
PO-P101-0156,P101,S3,2025-08-13,2025-08-18,2025-08-20,825,4.12
PO-P105-0058,P105,S4,2025-08-14,2025-08-28,2025-08-29,415,149.6
PO-P103-0080,P103,S5,2025-08-14,2025-08-24,2025-08-21,515,24.86
PO-P104-0068,P104,S4,2025-08-14,2025-08-26,2025-08-27,1095,55.79
PO-P106-0074,P106,S4,2025-08-18,2025-08-29,2025-08-27,635,20.22
PO-P112-0051,P112,S6,2025-08-19,2025-09-04,2025-09-07,555,127.68
PO-P101-0157,P101,S3,2025-08-20,2025-08-25,2025-08-24,795,4.12
PO-P102-0089,P102,S5,2025-08-24,2025-09-02,2025-09-03,800,7.95
PO-P108-0045,P108,S6,2025-08-25,2025-09-12,2025-09-03,290,421.1
PO-P101-0158,P101,S3,2025-08-25,2025-08-30,2025-08-29,815,4.08
PO-P111-0055,P111,S2,2025-08-26,2025-09-10,2025-09-09,2100,70.16
PO-P107-0053,P107,S4,2025-08-26,2025-09-10,2025-09-14,420,95.18
PO-P103-0081,P103,S5,2025-08-27,2025-09-06,2025-09-03,505,25.72
PO-P105-0059,P105,S4,2025-08-29,2025-09-12,2025-09-10,420,143.27
PO-P104-0069,P104,S4,2025-08-29,2025-09-10,2025-09-09,1070,57.56
PO-P109-0051,P109,S2,2025-08-29,2025-09-14,2025-09-20,1170,27.92
PO-P101-0159,P101,S3,2025-08-29,2025-09-03,2025-09-02,860,4.17
PO-P106-0075,P106,S4,2025-08-29,2025-09-09,2025-09-08,655,19.44
PO-P110-0046,P110,S2,2025-08-30,2025-09-17,2025-09-10,435,159.7
PO-P102-0090,P102,S5,2025-09-03,2025-09-12,2025-09-11,805,7.71
PO-P101-0160,P101,S3,2025-09-05,2025-09-10,2025-09-12,840,4.14
PO-P112-0052,P112,S6,2025-09-07,2025-09-23,2025-09-28,665,126.04
PO-P103-0082,P103,S5,2025-09-10,2025-09-20,2025-09-19,455,25.64
PO-P111-0056,P111,S2,2025-09-10,2025-09-25,2025-09-22,2225,71.62
PO-P104-0070,P104,S4,2025-09-10,2025-09-22,2025-09-23,1225,56.75
PO-P106-0076,P106,S4,2025-09-11,2025-09-22,2025-09-21,635,19.41
PO-P101-0161,P101,S3,2025-09-12,2025-09-17,2025-09-17,745,4.16
PO-P102-0091,P102,S5,2025-09-12,2025-09-21,2025-09-20,795,7.73
PO-P107-0054,P107,S4,2025-09-15,2025-09-30,2025-09-26,405,97.69
PO-P108-0046,P108,S6,2025-09-15,2025-10-03,2025-09-29,285,418.59
PO-P105-0060,P105,S4,2025-09-15,2025-09-29,2025-10-03,435,150.35
PO-P110-0047,P110,S2,2025-09-17,2025-10-05,2025-10-07,485,165.98
PO-P101-0162,P101,S3,2025-09-17,2025-09-22,2025-09-22,760,4.23
PO-P109-0052,P109,S2,2025-09-20,2025-10-06,2025-10-17,1345,27.93
PO-P102-0092,P102,S5,2025-09-22,2025-10-01,2025-09-28,860,7.54
PO-P103-0083,P103,S5,2025-09-22,2025-10-02,2025-10-08,465,25.8
PO-P106-0077,P106,S4,2025-09-22,2025-10-03,2025-10-02,730,19.56
PO-P104-0071,P104,S4,2025-09-23,2025-10-05,2025-10-04,1220,56.99
PO-P101-0163,P101,S3,2025-09-23,2025-09-28,2025-09-29,790,4.05
PO-P111-0057,P111,S2,2025-09-26,2025-10-11,2025-10-08,2300,69.92
PO-P112-0053,P112,S6,2025-09-28,2025-10-14,2025-10-07,670,127.82
PO-P101-0164,P101,S3,2025-09-29,2025-10-04,2025-10-04,830,4.18
PO-P107-0055,P107,S4,2025-10-01,2025-10-16,2025-10-11,400,95.72
PO-P106-0078,P106,S4,2025-10-02,2025-10-13,2025-10-12,835,19.32
PO-P105-0061,P105,S4,2025-10-03,2025-10-17,2025-10-15,470,146.42
PO-P101-0165,P101,S3,2025-10-04,2025-10-09,2025-10-10,815,4.08
PO-P102-0093,P102,S5,2025-10-06,2025-10-15,2025-10-14,745,7.64
PO-P108-0047,P108,S6,2025-10-06,2025-10-24,2025-10-22,290,422.51
PO-P110-0048,P110,S2,2025-10-07,2025-10-25,2025-10-27,540,171.36
PO-P103-0084,P103,S5,2025-10-08,2025-10-18,2025-10-28,515,25.19
PO-P104-0072,P104,S4,2025-10-09,2025-10-21,2025-10-22,1125,60.61
PO-P101-0166,P101,S3,2025-10-10,2025-10-15,2025-10-15,795,4.18
PO-P112-0054,P112,S6,2025-10-13,2025-10-29,2025-11-01,705,133.5
PO-P111-0058,P111,S2,2025-10-13,2025-10-28,2025-10-26,2375,72.51
PO-P102-0094,P102,S5,2025-10-14,2025-10-23,2025-10-21,835,7.86
PO-P101-0167,P101,S3,2025-10-16,2025-10-21,2025-10-22,780,4.09
PO-P105-0062,P105,S4,2025-10-16,2025-10-30,2025-10-28,470,149.35
PO-P109-0053,P109,S2,2025-10-17,2025-11-02,2025-11-01,1365,28.87
PO-P107-0056,P107,S4,2025-11-01,2025-10-17,2025-10-29,410,94.5
PO-P106-0079,P106,S4,2025-10-18,2025-10-29,2025-10-26,725,19.74
PO-P104-0073,P104,S4,2025-10-22,2025-11-03,2025-11-08,1215,59.19
PO-P101-0168,P101,S3,2025-10-22,2025-10-27,2025-10-25,795,4.17
PO-P108-0048,P108,S6,2025-10-23,2025-11-10,2025-11-04,315,419.14
PO-P102-0095,P102,S5,2025-10-24,2025-11-02,2025-11-03,815,7.73
PO-P110-0049,P110,S2,2025-10-27,2025-11-14,2025-11-15,580,162.59
PO-P101-0169,P101,S3,2025-10-28,2025-11-02,2025-11-03,805,4.24
PO-P103-0085,P103,S5,2025-10-28,2025-11-07,2025-11-10,520,24.86
PO-P111-0059,P111,S2,2025-10-30,2025-11-14,2025-11-13,2315,70.93
PO-P106-0080,P106,S4,2025-10-30,2025-11-10,2025-11-09,735,19.65
PO-P105-0063,P105,S4,2025-10-31,2025-11-14,2025-11-16,485,148.98
PO-P112-0055,P112,S6,2025-11-01,2025-11-17,2025-11-18,695,133.38
PO-P109-0054,P109,S2,2025-11-01,2025-11-17,2025-11-10,1410,27.69
PO-P107-0057,P107,S4,2025-11-03,2025-11-18,2025-11-21,440,95.58
PO-P102-0096,P102,S5,2025-11-03,2025-11-12,2025-11-13,840,7.68
PO-P101-0170,P101,S3,2025-11-03,2025-11-08,2025-11-08,810,4.13
PO-P101-0171,P101,S3,2025-11-08,2025-11-13,2025-11-14,830,4.27
PO-P104-0074,P104,S4,2025-11-08,2025-11-20,2025-11-22,1300,64.51
PO-P103-0086,P103,S5,2025-11-10,2025-11-20,2025-11-18,510,25.03
PO-P106-0081,P106,S4,2025-11-12,2025-11-23,2025-11-23,720,19.76
PO-P102-0097,P102,S5,2025-11-13,2025-11-22,2025-11-24,845,7.89
PO-P101-0172,P101,S3,2025-11-14,2025-11-19,2025-11-20,825,4.19
PO-P108-0049,P108,S6,2025-11-14,2025-12-02,2025-11-26,310,410.21
PO-P111-0060,P111,S2,2025-11-14,2025-11-29,2025-11-28,2505,70.86
PO-P110-0050,P110,S2,2025-11-15,2025-12-03,2025-12-17,565,163.53
PO-P105-0064,P105,S4,2025-11-17,2025-12-01,2025-12-05,485,151.19
PO-P109-0055,P109,S2,2025-11-18,2025-12-04,2025-12-08,1470,28.13
PO-P112-0056,P112,S6,2025-11-19,2025-12-05,2025-12-05,705,129.19
PO-P101-0173,P101,S3,2025-11-20,2025-11-25,2025-11-25,820,4.23
PO-P103-0087,P103,S5,2025-11-20,2025-11-30,2025-12-01,495,24.24
PO-P107-0058,P107,S4,2025-11-21,2025-12-06,2025-12-07,480,97.05
PO-P104-0075,P104,S4,2025-11-22,2025-12-04,2025-12-02,1535,68.34
PO-P106-0082,P106,S4,2025-11-23,2025-12-04,2025-12-04,795,20.04
PO-P102-0098,P102,S5,2025-11-24,2025-12-03,2025-12-05,890,8.01
PO-P101-0174,P101,S3,2025-11-26,2025-12-01,2025-11-30,780,4.26
PO-P111-0061,P111,S2,2025-11-28,2025-12-13,2025-12-02,2855,69.14
PO-P104-0076,P104,S4,2025-12-02,2025-12-14,2025-12-19,1625,67.76
PO-P101-0175,P101,S3,2025-12-02,2025-12-07,2025-12-07,790,4.19
PO-P103-0088,P103,S5,2025-12-02,2025-12-12,2025-12-09,515,25.3
PO-P108-0050,P108,S6,2025-12-03,2025-12-21,2025-12-23,330,410.75
PO-P106-0083,P106,S4,2025-12-04,2025-12-15,2025-12-10,885,20.05
PO-P105-0065,P105,S4,2025-12-05,2025-12-19,2025-12-27,520,148.54
PO-P102-0099,P102,S5,2025-12-05,2025-12-14,2025-12-14,865,7.86
PO-P101-0176,P101,S3,2025-12-07,2025-12-12,2025-12-12,815,4.21
PO-P107-0059,P107,S4,2025-12-08,2025-12-23,2025-12-15,460,97.09
PO-P109-0056,P109,S2,2025-12-08,2025-12-24,2025-12-22,1485,28.87
PO-P112-0057,P112,S6,2025-12-09,2025-12-25,2025-12-25,685,134.46
PO-P103-0089,P103,S5,2025-12-12,2025-12-22,2025-12-23,525,24.78
PO-P101-0177,P101,S3,2025-12-18,2025-12-13,2025-12-19,805,4.21
PO-P102-0100,P102,S5,2025-12-14,2025-12-23,2025-12-22,950,7.86
PO-P106-0084,P106,S4,2025-12-16,2025-12-27,2025-12-26,8425,19.77
PO-P110-0051,P110,S2,2025-12-17,2026-01-04,,605,159.18
PO-P101-0178,P101,S3,2025-12-19,2025-12-24,2025-12-25,805,4.22
PO-P104-0077,P104,S4,2025-12-19,2025-12-31,2025-12-31,1885,65.36
PO-P111-0062,P111,S2,2025-12-19,2026-01-03,,2500,69.22
PO-P103-0090,P103,S5,2025-12-23,2026-01-02,,535,24.6
PO-P102-0101,P102,S5,2025-12-23,2026-01-01,2025-12-31,970,7.55
PO-P108-0051,P108,S6,2025-12-24,2026-01-11,,335,417.87
PO-P107-0060,P107,S4,2025-12-24,2026-01-08,,480,93.33
PO-P101-0179,P101,S3,2025-12-25,2025-12-30,2025-12-29,810,4.12
PO-P109-0057,P109,S2,2025-12-26,2026-01-11,,1430,27.31
PO-P112-0058,P112,S6,2025-12-26,2026-01-11,,690,125.09
PO-P105-0066,P105,S4,2025-12-27,2026-01-10,,550,149.22
PO-P101-0180,P101,S3,2025-12-29,2026-01-03,,895,4.09
PO-P104-0078,P104,S4,2025-12-31,2026-01-12,,2065,67.95
