date,sku,on_hand,on_order
2025-06-02,P106,25,655
2025-06-03,P106,617,630
2025-06-04,P106,558,630
2025-06-05,P106,490,630
2025-06-06,P106,429,630
2025-06-07,P106,394,630
2025-06-08,P106,381,630
2025-06-09,P106,314,630
2025-06-10,P106,240,630
2025-06-11,P106,799,0
2025-06-12,P106,723,690
2025-06-13,P106,658,690
2025-06-14,P106,629,690
2025-06-15,P106,615,690
2025-06-16,P106,550,690
2025-06-17,P106,474,690
2025-06-18,P106,419,690
2025-06-19,P106,356,690
2025-06-20,P106,303,690
2025-06-21,P106,270,690
2025-06-22,P106,258,690
2025-06-23,P106,195,690
2025-06-24,P106,142,690
2025-06-25,P106,766,0
2025-06-26,P106,705,0
2025-06-27,P106,648,635
2025-06-28,P106,610,635
2025-06-29,P106,598,635
2025-06-30,P106,536,635
2025-07-01,P106,473,635
2025-07-02,P106,411,635
2025-07-03,P106,973,0
2025-07-04,P106,916,0
2025-07-05,P106,887,0
2025-07-06,P106,872,0
2025-07-07,P106,815,0
2025-07-08,P106,764,0
2025-07-09,P106,708,0
2025-07-10,P106,657,620
2025-07-11,P106,612,620
2025-07-12,P106,582,620
2025-07-13,P106,570,620
2025-07-14,P106,503,620
2025-07-15,P106,437,620
2025-07-16,P106,373,620
2025-07-17,P106,320,620
2025-07-18,P106,259,620
2025-07-19,P106,223,620
2025-07-20,P106,210,620
2025-07-21,P106,768,0
2025-07-22,P106,715,0
2025-07-23,P106,647,615
2025-07-24,P106,577,615
2025-07-25,P106,519,615
2025-07-26,P106,490,615
2025-07-27,P106,478,615
2025-07-28,P106,421,615
2025-07-29,P106,362,615
2025-07-30,P106,297,615
2025-07-31,P106,851,0
2025-08-01,P106,788,0
2025-08-02,P106,756,0
2025-08-03,P106,745,0
2025-08-04,P106,689,0
2025-08-05,P106,631,635
2025-08-06,P106,571,635
2025-08-07,P106,500,635
2025-08-08,P106,431,635
2025-08-09,P106,397,635
2025-08-10,P106,384,635
2025-08-11,P106,333,635
2025-08-12,P106,269,635
2025-08-13,P106,213,635
2025-08-14,P106,778,0
2025-08-15,P106,731,0
2025-08-16,P106,698,0
2025-08-17,P106,687,0
2025-08-18,P106,626,635
2025-08-19,P106,558,635
2025-08-20,P106,489,635
2025-08-21,P106,429,635
2025-08-22,P106,367,635
2025-08-23,P106,338,635
2025-08-24,P106,325,635
2025-08-25,P106,257,635
2025-08-26,P106,191,635
2025-08-27,P106,767,0
2025-08-28,P106,708,0
2025-08-29,P106,643,655
2025-08-30,P106,615,655
2025-08-31,P106,604,655
2025-09-01,P106,538,655
2025-09-02,P106,477,655
2025-09-03,P106,424,655
2025-09-04,P106,353,655
2025-09-05,P106,301,655
2025-09-06,P106,269,655
2025-09-07,P106,257,655
2025-09-08,P106,851,0
2025-09-09,P106,792,0
2025-09-10,P106,723,0
2025-09-11,P106,660,635
2025-09-12,P106,594,635
2025-09-13,P106,563,635
2025-09-14,P106,547,635
2025-09-15,P106,497,635
2025-09-16,P106,443,635
2025-09-17,P106,366,635
2025-09-18,P106,300,635
2025-09-19,P106,238,635
2025-09-20,P106,203,635
2025-09-21,P106,824,0
2025-09-22,P106,682,730
2025-09-23,P106,622,730
2025-09-24,P106,550,730
2025-09-25,P106,481,730
2025-09-26,P106,331,730
2025-09-27,P106,291,730
2025-09-28,P106,277,730
2025-09-29,P106,221,730
2025-09-30,P106,140,730
2025-10-01,P106,81,730
2025-10-02,P106,744,835
2025-10-03,P106,684,835
2025-10-04,P106,651,835
2025-10-05,P106,636,835
2025-10-06,P106,568,835
2025-10-07,P106,495,835
2025-10-08,P106,434,835
2025-10-09,P106,369,835
2025-10-10,P106,312,835
2025-10-11,P106,278,835
2025-10-12,P106,1099,0
2025-10-13,P106,1018,0
2025-10-14,P106,950,0
2025-10-15,P106,898,0
2025-10-16,P106,821,0
2025-10-17,P106,754,0
2025-10-18,P106,684,725
2025-10-19,P106,671,725
2025-10-20,P106,610,725
2025-10-21,P106,524,725
2025-10-22,P106,454,725
2025-10-23,P106,399,725
2025-10-24,P106,332,725
2025-10-25,P106,292,725
2025-10-26,P106,1002,0
2025-10-27,P106,940,0
2025-10-28,P106,876,0
2025-10-29,P106,813,0
2025-10-30,P106,733,735
2025-10-31,P106,668,735
2025-11-01,P106,639,735
2025-11-02,P106,624,735
2025-11-03,P106,553,735
2025-11-04,P106,484,735
2025-11-05,P106,421,735
2025-11-06,P106,360,735
2025-11-07,P106,286,735
2025-11-08,P106,248,735
2025-11-09,P106,968,0
2025-11-10,P106,895,0
2025-11-11,P106,819,0
2025-11-12,P106,751,720
2025-11-13,P106,682,720
2025-11-14,P106,606,720
2025-11-15,P106,563,720
2025-11-16,P106,550,720
2025-11-17,P106,480,720
2025-11-18,P106,399,720
2025-11-19,P106,311,720
2025-11-20,P106,226,720
2025-11-21,P106,164,720
2025-11-22,P106,121,720
2025-11-23,P106,813,795
2025-11-24,P106,660,795
2025-11-25,P106,579,795
2025-11-26,P106,516,795
2025-11-27,P106,380,795
2025-11-28,P106,304,795
2025-11-29,P106,266,795
2025-11-30,P106,251,795
2025-12-01,P106,191,795
2025-12-02,P106,110,795
2025-12-03,P106,34,795
2025-12-04,P106,764,885
2025-12-05,P106,697,885
2025-12-06,P106,658,885
2025-12-07,P106,644,885
2025-12-08,P106,571,885
2025-12-09,P106,509,885
2025-12-10,P106,1308,0
2025-12-11,P106,1235,0
2025-12-12,P106,1174,0
2025-12-13,P106,1117,0
2025-12-14,P106,1100,0
2025-12-15,P106,937,0
2025-12-16,P106,858,8425
2025-12-17,P106,698,8425
2025-12-18,P106,618,8425
2025-12-19,P106,547,8425
2025-12-20,P106,510,8425
2025-12-21,P106,495,8425
2025-12-22,P106,417,8425
2025-12-23,P106,328,8425
2025-12-24,P106,253,8425
2025-12-25,P106,167,8425
2025-12-26,P106,8519,0
2025-12-27,P106,8479,0
2025-12-28,P106,8459,0
2025-12-29,P106,8371,0
2025-12-30,P106,8279,0
2025-12-31,P106,8210,0
2023-01-01,P107,594,0
2023-01-02,P107,563,0
2023-01-03,P107,533,0
2023-01-04,P107,501,0
2023-01-05,P107,472,445
2023-01-06,P107,448,445
2023-01-07,P107,433,445
2023-01-08,P107,426,445
2023-01-09,P107,396,445
2023-01-10,P107,367,445
2023-01-11,P107,331,445
2023-01-12,P107,299,445
2023-01-13,P107,270,445
2023-01-14,P107,255,445
2023-01-15,P107,249,445
2023-01-16,P107,218,445
2023-01-17,P107,195,445
2023-01-18,P107,165,445
2023-01-19,P107,137,445
2023-01-20,P107,112,445
2023-01-21,P107,98,445
2023-01-22,P107,93,445
2023-01-23,P107,59,445
2023-01-24,P107,25,445
2023-01-25,P107,439,415
2023-01-26,P107,418,415
2023-01-27,P107,393,415
2023-01-28,P107,377,415
2023-01-29,P107,371,415
2023-01-30,P107,339,415
2023-01-31,P107,306,415
2023-02-01,P107,281,415
2023-02-02,P107,253,415
2023-02-03,P107,228,415
2023-02-04,P107,216,415
2023-02-05,P107,211,415
2023-02-06,P107,185,415
2023-02-07,P107,573,0
2023-02-08,P107,543,0
2023-02-09,P107,488,0
2023-02-10,P107,460,430
2023-02-11,P107,444,430
2023-02-12,P107,438,430
2023-02-13,P107,408,430
2023-02-14,P107,379,430
2023-02-15,P107,352,430
2023-02-16,P107,318,430
2023-02-17,P107,298,430
2023-02-18,P107,286,430
2023-02-19,P107,280,430
2023-02-20,P107,253,430
2023-02-21,P107,229,430
2023-02-22,P107,634,0
2023-02-23,P107,609,0
2023-02-24,P107,580,0
2023-02-25,P107,564,0
2023-02-26,P107,557,0
2023-02-27,P107,534,0
2023-02-28,P107,481,0
2023-03-01,P107,457,0
2023-03-02,P107,426,400
2023-03-03,P107,399,400
2023-03-04,P107,385,400
2023-03-05,P107,379,400
2023-03-06,P107,352,400
2023-03-07,P107,327,400
2023-03-08,P107,297,400
2023-03-09,P107,270,400
2023-03-10,P107,248,400
2023-03-11,P107,233,400
2023-03-12,P107,225,400
2023-03-13,P107,197,400
2023-03-14,P107,169,400
2023-03-15,P107,139,400
2023-03-16,P107,111,400
2023-03-17,P107,488,0
2023-03-18,P107,473,0
2023-03-19,P107,467,0
2023-03-20,P107,438,0
2023-03-21,P107,407,395
2023-03-22,P107,381,395
2023-03-23,P107,352,395
2023-03-24,P107,331,395
2023-03-25,P107,317,395
2023-03-26,P107,312,395
2023-03-27,P107,281,395
2023-03-28,P107,254,395
2023-03-29,P107,225,395
2023-03-30,P107,204,395
2023-03-31,P107,180,395
2023-04-01,P107,168,395
2023-04-02,P107,161,395
2023-04-03,P107,137,395
2023-04-04,P107,109,395
2023-04-05,P107,82,395
2023-04-06,P107,61,395
2023-04-07,P107,433,0
2023-04-08,P107,419,0
2023-04-09,P107,414,0
2023-04-10,P107,395,0
2023-04-11,P107,370,345
2023-04-12,P107,341,345
2023-04-13,P107,314,345
2023-04-14,P107,286,345
2023-04-15,P107,274,345
2023-04-16,P107,268,345
2023-04-17,P107,242,345
2023-04-18,P107,211,345
2023-04-19,P107,185,345
2023-04-20,P107,165,345
2023-04-21,P107,139,345
2023-04-22,P107,126,345
2023-04-23,P107,121,345
2023-04-24,P107,100,345
2023-04-25,P107,69,345
2023-04-26,P107,390,365
2023-04-27,P107,361,365
2023-04-28,P107,338,365
2023-04-29,P107,326,365
2023-04-30,P107,320,365
2023-05-01,P107,295,365
2023-05-02,P107,269,365
2023-05-03,P107,225,365
2023-05-04,P107,202,365
2023-05-05,P107,178,365
2023-05-06,P107,167,365
2023-05-07,P107,162,365
2023-05-08,P107,138,365
2023-05-09,P107,477,0
2023-05-10,P107,448,0
2023-05-11,P107,425,0
2023-05-12,P107,404,0
2023-05-13,P107,387,375
2023-05-14,P107,382,375
2023-05-15,P107,358,375
2023-05-16,P107,334,375
2023-05-17,P107,310,375
2023-05-18,P107,286,375
2023-05-19,P107,261,375
2023-05-20,P107,248,375
2023-05-21,P107,242,375
2023-05-22,P107,215,375
2023-05-23,P107,190,375
2023-05-24,P107,540,0
2023-05-25,P107,513,0
2023-05-26,P107,493,0
2023-05-27,P107,477,0
2023-05-28,P107,472,0
2023-05-29,P107,449,0
2023-05-30,P107,428,0
2023-05-31,P107,407,0
2023-06-01,P107,381,0
2023-06-02,P107,353,350
2023-06-03,P107,342,350
2023-06-04,P107,337,350
2023-06-05,P107,313,350
2023-06-06,P107,286,350
2023-06-07,P107,256,350
2023-06-08,P107,229,350
2023-06-09,P107,207,350
2023-06-10,P107,194,350
2023-06-11,P107,189,350
2023-06-12,P107,166,350
2023-06-13,P107,145,350
2023-06-14,P107,123,350
2023-06-15,P107,97,350
2023-06-16,P107,72,350
2023-06-17,P107,410,0
2023-06-18,P107,405,0
2023-06-19,P107,379,350
2023-06-20,P107,359,350
2023-06-21,P107,337,350
2023-06-22,P107,309,350
2023-06-23,P107,286,350
2023-06-24,P107,275,350
2023-06-25,P107,270,350
2023-06-26,P107,244,350
2023-06-27,P107,227,350
2023-06-28,P107,203,350
2023-06-29,P107,181,350
2023-06-30,P107,163,350
2023-07-01,P107,151,350
2023-07-02,P107,146,350
2023-07-03,P107,123,350
2023-07-04,P107,100,350
2023-07-05,P107,79,350
2023-07-06,P107,60,350
2023-07-07,P107,390,0
2023-07-08,P107,377,0
2023-07-09,P107,372,0
2023-07-10,P107,349,0
2023-07-11,P107,328,310
2023-07-12,P107,306,310
2023-07-13,P107,281,310
2023-07-14,P107,258,310
2023-07-15,P107,247,310
2023-07-16,P107,244,310
2023-07-17,P107,223,310
2023-07-18,P107,200,310
2023-07-19,P107,179,310
2023-07-20,P107,157,310
2023-07-21,P107,133,310
2023-07-22,P107,121,310
2023-07-23,P107,116,310
2023-07-24,P107,97,310
2023-07-25,P107,74,310
2023-07-26,P107,56,310
2023-07-27,P107,34,310
2023-07-28,P107,15,310
2023-07-29,P107,311,305
2023-07-30,P107,306,305
2023-07-31,P107,280,305
2023-08-01,P107,257,305
2023-08-02,P107,236,305
2023-08-03,P107,216,305
2023-08-04,P107,193,305
2023-08-05,P107,179,305
2023-08-06,P107,174,305
2023-08-07,P107,152,305
2023-08-08,P107,128,305
2023-08-09,P107,104,305
2023-08-10,P107,76,305
2023-08-11,P107,51,305
2023-08-12,P107,38,305
2023-08-13,P107,33,305
2023-08-14,P107,9,305
2023-08-15,P107,0,305
2023-08-16,P107,282,340
2023-08-17,P107,261,340
2023-08-18,P107,236,340
2023-08-19,P107,224,340
2023-08-20,P107,219,340
2023-08-21,P107,191,340
2023-08-22,P107,165,340
2023-08-23,P107,140,340
2023-08-24,P107,108,340
2023-08-25,P107,85,340
2023-08-26,P107,74,340
2023-08-27,P107,69,340
2023-08-28,P107,41,340
2023-08-29,P107,20,340
2023-08-30,P107,0,340
2023-08-31,P107,313,360
2023-09-01,P107,291,360
2023-09-02,P107,279,360
2023-09-03,P107,273,360
2023-09-04,P107,251,360
2023-09-05,P107,230,360
2023-09-06,P107,209,360
2023-09-07,P107,183,360
2023-09-08,P107,159,360
2023-09-09,P107,147,360
2023-09-10,P107,143,360
2023-09-11,P107,119,360
2023-09-12,P107,90,360
2023-09-13,P107,67,360
2023-09-14,P107,44,360
2023-09-15,P107,24,360
2023-09-16,P107,12,360
2023-09-17,P107,367,0
2023-09-18,P107,336,340
2023-09-19,P107,309,340
2023-09-20,P107,284,340
2023-09-21,P107,257,340
2023-09-22,P107,231,340
2023-09-23,P107,219,340
2023-09-24,P107,212,340
2023-09-25,P107,171,340
2023-09-26,P107,144,340
2023-09-27,P107,117,340
2023-09-28,P107,91,340
2023-09-29,P107,63,340
2023-09-30,P107,51,340
2023-10-01,P107,385,400
2023-10-02,P107,359,400
2023-10-03,P107,329,400
2023-10-04,P107,303,400
2023-10-05,P107,278,400
2023-10-06,P107,252,400
2023-10-07,P107,238,400
2023-10-08,P107,233,400
2023-10-09,P107,203,400
2023-10-10,P107,174,400
2023-10-11,P107,147,400
2023-10-12,P107,122,400
2023-10-13,P107,96,400
2023-10-14,P107,81,400
2023-10-15,P107,76,400
2023-10-16,P107,48,400
2023-10-17,P107,18,400
2023-10-18,P107,0,400
2023-10-19,P107,373,380
2023-10-20,P107,346,380
2023-10-21,P107,331,380
2023-10-22,P107,325,380
2023-10-23,P107,299,380
2023-10-24,P107,274,380
2023-10-25,P107,252,380
2023-10-26,P107,222,380
2023-10-27,P107,194,380
2023-10-28,P107,178,380
2023-10-29,P107,173,380
2023-10-30,P107,143,380
2023-10-31,P107,119,380
2023-11-01,P107,94,380
2023-11-02,P107,66,380
2023-11-03,P107,38,380
2023-11-04,P107,5,380
2023-11-05,P107,0,380
2023-11-06,P107,0,380
2023-11-07,P107,0,380
2023-11-08,P107,0,380
2023-11-09,P107,0,380
2023-11-10,P107,0,380
2023-11-11,P107,364,455
2023-11-12,P107,358,455
2023-11-13,P107,330,455
2023-11-14,P107,299,455
2023-11-15,P107,272,455
2023-11-16,P107,245,455
2023-11-17,P107,194,455
2023-11-18,P107,168,455
2023-11-19,P107,162,455
2023-11-20,P107,136,455
2023-11-21,P107,561,0
2023-11-22,P107,531,0
2023-11-23,P107,503,0
2023-11-24,P107,478,440
2023-11-25,P107,463,440
2023-11-26,P107,457,440
2023-11-27,P107,428,440
2023-11-28,P107,394,440
2023-11-29,P107,369,440
2023-11-30,P107,334,440
2023-12-01,P107,307,440
2023-12-02,P107,291,440
2023-12-03,P107,285,440
2023-12-04,P107,252,440
2023-12-05,P107,222,440
2023-12-06,P107,194,440
2023-12-07,P107,167,440
2023-12-08,P107,140,440
2023-12-09,P107,124,440
2023-12-10,P107,118,440
2023-12-11,P107,529,0
2023-12-12,P107,501,0
2023-12-13,P107,474,0
2023-12-14,P107,446,0
2023-12-15,P107,417,410
2023-12-16,P107,401,410
2023-12-17,P107,394,410
2023-12-18,P107,364,410
2023-12-19,P107,332,410
2023-12-20,P107,302,410
2023-12-21,P107,278,410
2023-12-22,P107,228,410
2023-12-23,P107,213,410
2023-12-24,P107,208,410
2023-12-25,P107,180,410
2023-12-26,P107,149,410
2023-12-27,P107,108,410
2023-12-28,P107,491,0
2023-12-29,P107,458,455
2023-12-30,P107,445,455
2023-12-31,P107,439,455
2024-01-01,P107,413,455
2024-01-02,P107,385,455
2024-01-03,P107,355,455
2024-01-04,P107,329,455
2024-01-05,P107,299,455
2024-01-06,P107,281,455
2024-01-07,P107,274,455
2024-01-08,P107,241,455
2024-01-09,P107,215,455
2024-01-10,P107,185,455
2024-01-11,P107,154,455
2024-01-12,P107,123,455
2024-01-13,P107,559,0
2024-01-14,P107,552,0
2024-01-15,P107,519,0
2024-01-16,P107,479,445
2024-01-17,P107,448,445
2024-01-18,P107,419,445
2024-01-19,P107,390,445
2024-01-20,P107,376,445
2024-01-21,P107,370,445
2024-01-22,P107,346,445
2024-01-23,P107,317,445
2024-01-24,P107,287,445
2024-01-25,P107,254,445
2024-01-26,P107,222,445
2024-01-27,P107,208,445
2024-01-28,P107,200,445
2024-01-29,P107,170,445
2024-01-30,P107,138,445
2024-01-31,P107,113,445
2024-02-01,P107,85,445
2024-02-02,P107,54,445
2024-02-03,P107,38,445
2024-02-04,P107,32,445
2024-02-05,P107,1,445
2024-02-06,P107,0,445
2024-02-07,P107,0,445
2024-02-08,P107,0,445
2024-02-09,P107,414,425
2024-02-10,P107,399,425
2024-02-11,P107,392,425
2024-02-12,P107,366,425
2024-02-13,P107,339,425
2024-02-14,P107,303,425
2024-02-15,P107,272,425
2024-02-16,P107,245,425
2024-02-17,P107,230,425
2024-02-18,P107,224,425
2024-02-19,P107,194,425
2024-02-20,P107,163,425
2024-02-21,P107,133,425
2024-02-22,P107,108,425
2024-02-23,P107,79,425
2024-02-24,P107,65,425
2024-02-25,P107,60,425
2024-02-26,P107,27,425
2024-02-27,P107,414,435
2024-02-28,P107,378,435
2024-02-29,P107,347,435
2024-03-01,P107,320,435
2024-03-02,P107,305,435
2024-03-03,P107,299,435
2024-03-04,P107,271,435
2024-03-05,P107,237,435
2024-03-06,P107,214,435
2024-03-07,P107,186,435
2024-03-08,P107,156,435
2024-03-09,P107,142,435
2024-03-10,P107,136,435
2024-03-11,P107,105,435
2024-03-12,P107,70,435
2024-03-13,P107,480,0
2024-03-14,P107,456,0
2024-03-15,P107,432,400
2024-03-16,P107,420,400
2024-03-17,P107,415,400
2024-03-18,P107,390,400
2024-03-19,P107,357,400
2024-03-20,P107,329,400
2024-03-21,P107,301,400
2024-03-22,P107,277,400
2024-03-23,P107,261,400
2024-03-24,P107,254,400
2024-03-25,P107,229,400
2024-03-26,P107,194,400
2024-03-27,P107,164,400
2024-03-28,P107,536,0
2024-03-29,P107,509,0
2024-03-30,P107,494,0
2024-03-31,P107,487,0
2024-04-01,P107,458,0
2024-04-02,P107,428,405
2024-04-03,P107,401,405
2024-04-04,P107,371,405
2024-04-05,P107,348,405
2024-04-06,P107,334,405
2024-04-07,P107,327,405
2024-04-08,P107,307,405
2024-04-09,P107,278,405
2024-04-10,P107,249,405
2024-04-11,P107,223,405
2024-04-12,P107,198,405
2024-04-13,P107,184,405
2024-04-14,P107,179,405
2024-04-15,P107,556,0
2024-04-16,P107,530,0
2024-04-17,P107,496,0
2024-04-18,P107,470,0
2024-04-19,P107,443,0
2024-04-20,P107,430,0
2024-04-21,P107,424,0
2024-04-22,P107,395,395
2024-04-23,P107,366,395
2024-04-24,P107,342,395
2024-04-25,P107,318,395
2024-04-26,P107,288,395
2024-04-27,P107,275,395
2024-04-28,P107,269,395
2024-04-29,P107,245,395
2024-04-30,P107,215,395
2024-05-01,P107,190,395
2024-05-02,P107,167,395
2024-05-03,P107,539,0
2024-05-04,P107,526,0
2024-05-05,P107,520,0
2024-05-06,P107,494,0
2024-05-07,P107,470,0
2024-05-08,P107,444,0
2024-05-09,P107,422,0
2024-05-10,P107,396,0
2024-05-11,P107,381,360
2024-05-12,P107,376,360
2024-05-13,P107,350,360
2024-05-14,P107,318,360
2024-05-15,P107,292,360
2024-05-16,P107,269,360
2024-05-17,P107,243,360
2024-05-18,P107,231,360
2024-05-19,P107,226,360
2024-05-20,P107,202,360
2024-05-21,P107,178,360
2024-05-22,P107,486,0
2024-05-23,P107,459,0
2024-05-24,P107,432,400
2024-05-25,P107,418,400
2024-05-26,P107,413,400
2024-05-27,P107,389,400
2024-05-28,P107,370,400
2024-05-29,P107,344,400
2024-05-30,P107,326,400
2024-05-31,P107,307,400
2024-06-01,P107,294,400
2024-06-02,P107,289,400
2024-06-03,P107,265,400
2024-06-04,P107,235,400
2024-06-05,P107,609,0
2024-06-06,P107,585,0
2024-06-07,P107,558,0
2024-06-08,P107,543,0
2024-06-09,P107,538,0
2024-06-10,P107,516,0
2024-06-11,P107,492,0
2024-06-12,P107,471,0
2024-06-13,P107,447,0
2024-06-14,P107,427,0
2024-06-15,P107,415,0
2024-06-16,P107,410,0
2024-06-17,P107,391,0
2024-06-18,P107,369,0
2024-06-19,P107,346,975
2024-06-20,P107,322,975
2024-06-21,P107,300,975
2024-06-22,P107,282,975
2024-06-23,P107,277,975
2024-06-24,P107,257,975
2024-06-25,P107,233,975
2024-06-26,P107,209,975
2024-06-27,P107,186,975
2024-06-28,P107,163,975
2024-06-29,P107,1125,0
2024-06-30,P107,1120,0
2024-07-01,P107,1098,0
2024-07-02,P107,1077,0
2024-07-03,P107,1049,0
2024-07-04,P107,1024,0
2024-07-05,P107,1004,0
2024-07-06,P107,991,0
2024-07-07,P107,985,0
2024-07-08,P107,956,0
2024-07-09,P107,930,0
2024-07-10,P107,903,0
2024-07-11,P107,882,0
2024-07-12,P107,859,0
2024-07-13,P107,847,0
2024-07-14,P107,842,0
2024-07-15,P107,814,0
2024-07-16,P107,788,0
2024-07-17,P107,766,0
2024-07-18,P107,745,0
2024-07-19,P107,718,0
2024-07-20,P107,705,0
2024-07-21,P107,700,0
2024-07-22,P107,677,0
2024-07-23,P107,651,0
2024-07-24,P107,614,0
2024-07-25,P107,589,0
2024-07-26,P107,569,0
2024-07-27,P107,557,0
2024-07-28,P107,552,0
2024-07-29,P107,536,0
2024-07-30,P107,512,0
2024-07-31,P107,490,0
2024-08-01,P107,466,0
2024-08-02,P107,443,0
2024-08-03,P107,428,0
2024-08-04,P107,423,0
2024-08-05,P107,398,0
2024-08-06,P107,371,345
2024-08-07,P107,344,345
2024-08-08,P107,319,345
2024-08-09,P107,295,345
2024-08-10,P107,281,345
2024-08-11,P107,277,345
2024-08-12,P107,247,345
2024-08-13,P107,217,345
2024-08-14,P107,191,345
2024-08-15,P107,515,0
2024-08-16,P107,489,0
2024-08-17,P107,477,0
2024-08-18,P107,472,0
2024-08-19,P107,451,0
2024-08-20,P107,419,0
2024-08-21,P107,398,0
2024-08-22,P107,373,360
2024-08-23,P107,355,360
2024-08-24,P107,342,360
2024-08-25,P107,337,360
2024-08-26,P107,309,360
2024-08-27,P107,284,360
2024-08-28,P107,255,360
2024-08-29,P107,233,360
2024-08-30,P107,210,360
2024-08-31,P107,197,360
2024-09-01,P107,191,360
2024-09-02,P107,147,360
2024-09-03,P107,118,360
2024-09-04,P107,451,0
2024-09-05,P107,424,0
2024-09-06,P107,402,390
2024-09-07,P107,388,390
2024-09-08,P107,382,390
2024-09-09,P107,361,390
2024-09-10,P107,333,390
2024-09-11,P107,305,390
2024-09-12,P107,275,390
2024-09-13,P107,249,390
2024-09-14,P107,235,390
2024-09-15,P107,229,390
2024-09-16,P107,205,390
2024-09-17,P107,179,390
2024-09-18,P107,156,390
2024-09-19,P107,126,390
2024-09-20,P107,490,0
2024-09-21,P107,478,0
2024-09-22,P107,472,0
2024-09-23,P107,442,0
2024-09-24,P107,411,385
2024-09-25,P107,387,385
2024-09-26,P107,370,385
2024-09-27,P107,344,385
2024-09-28,P107,331,385
2024-09-29,P107,325,385
2024-09-30,P107,295,385
2024-10-01,P107,264,385
2024-10-02,P107,231,385
2024-10-03,P107,200,385
2024-10-04,P107,169,385
2024-10-05,P107,538,0
2024-10-06,P107,531,0
2024-10-07,P107,504,0
2024-10-08,P107,480,0
2024-10-09,P107,444,0
2024-10-10,P107,417,420
2024-10-11,P107,387,420
2024-10-12,P107,374,420
2024-10-13,P107,368,420
2024-10-14,P107,348,420
2024-10-15,P107,320,420
2024-10-16,P107,292,420
2024-10-17,P107,263,420
2024-10-18,P107,233,420
2024-10-19,P107,220,420
2024-10-20,P107,214,420
2024-10-21,P107,182,420
2024-10-22,P107,145,420
2024-10-23,P107,534,0
2024-10-24,P107,507,0
2024-10-25,P107,484,0
2024-10-26,P107,466,0
2024-10-27,P107,460,0
2024-10-28,P107,431,415
2024-10-29,P107,407,415
2024-10-30,P107,381,415
2024-10-31,P107,350,415
2024-11-01,P107,322,415
2024-11-02,P107,310,415
2024-11-03,P107,304,415
2024-11-04,P107,280,415
2024-11-05,P107,245,415
2024-11-06,P107,215,415
2024-11-07,P107,188,415
2024-11-08,P107,157,415
2024-11-09,P107,141,415
2024-11-10,P107,134,415
2024-11-11,P107,104,415
2024-11-12,P107,488,0
2024-11-13,P107,459,0
2024-11-14,P107,429,415
2024-11-15,P107,396,415
2024-11-16,P107,381,415
2024-11-17,P107,374,415
2024-11-18,P107,347,415
2024-11-19,P107,323,415
2024-11-20,P107,292,415
2024-11-21,P107,261,415
2024-11-22,P107,233,415
2024-11-23,P107,220,415
2024-11-24,P107,214,415
2024-11-25,P107,183,415
2024-11-26,P107,155,415
2024-11-27,P107,129,415
2024-11-28,P107,100,415
2024-11-29,P107,69,415
2024-11-30,P107,53,415
2024-12-01,P107,47,415
2024-12-02,P107,16,415
2024-12-03,P107,0,415
2024-12-04,P107,0,415
2024-12-05,P107,0,415
2024-12-06,P107,0,415
2024-12-07,P107,0,415
2024-12-08,P107,0,415
2024-12-09,P107,379,435
2024-12-10,P107,348,435
2024-12-11,P107,318,435
2024-12-12,P107,284,435
2024-12-13,P107,255,435
2024-12-14,P107,230,435
2024-12-15,P107,224,435
2024-12-16,P107,191,435
2024-12-17,P107,156,435
2024-12-18,P107,127,435
2024-12-19,P107,97,435
2024-12-20,P107,479,485
2024-12-21,P107,463,485
2024-12-22,P107,458,485
2024-12-23,P107,423,485
2024-12-24,P107,391,485
2024-12-25,P107,355,485
2024-12-26,P107,329,485
2024-12-27,P107,300,485
2024-12-28,P107,283,485
2024-12-29,P107,277,485
2024-12-30,P107,250,485
2024-12-31,P107,209,485
2025-01-01,P107,172,485
2025-01-02,P107,140,485
2025-01-03,P107,592,0
2025-01-04,P107,574,0
2025-01-05,P107,567,0
2025-01-06,P107,537,0
2025-01-07,P107,503,0
2025-01-08,P107,466,465
2025-01-09,P107,435,465
2025-01-10,P107,376,465
2025-01-11,P107,362,465
2025-01-12,P107,357,465
2025-01-13,P107,322,465
2025-01-14,P107,292,465
2025-01-15,P107,253,465
2025-01-16,P107,217,465
2025-01-17,P107,182,465
2025-01-18,P107,164,465
2025-01-19,P107,158,465
2025-01-20,P107,132,465
2025-01-21,P107,94,465
2025-01-22,P107,52,465
2025-01-23,P107,480,520
2025-01-24,P107,448,520
2025-01-25,P107,432,520
2025-01-26,P107,425,520
2025-01-27,P107,392,520
2025-01-28,P107,360,520
2025-01-29,P107,323,520
2025-01-30,P107,287,520
2025-01-31,P107,257,520
2025-02-01,P107,242,520
2025-02-02,P107,235,520
2025-02-03,P107,211,520
2025-02-04,P107,177,520
2025-02-05,P107,143,520
2025-02-06,P107,115,520
2025-02-07,P107,602,0
2025-02-08,P107,586,0
2025-02-09,P107,580,0
2025-02-10,P107,545,0
2025-02-11,P107,517,0
2025-02-12,P107,482,445
2025-02-13,P107,458,445
2025-02-14,P107,428,445
2025-02-15,P107,412,445
2025-02-16,P107,406,445
2025-02-17,P107,374,445
2025-02-18,P107,342,445
2025-02-19,P107,307,445
2025-02-20,P107,274,445
2025-02-21,P107,243,445
